business_name,email,phone,website,city,state,verticals,trust_score,tier,google_rating,google_review_count
Gold's Roofing & Restoration,cole@goldsroofing.com,(817) 992-0871,https://goldsroofing.com/,Benbrook,TX,Patio Covers,0,unranked,4.2,15
Water-Tite Roofing & Construction,watertitedfw@yahoo.com,(817) 561-5111,http://watertiteroof.com/,Benbrook,TX,Patio Covers,0,unranked,4.5,22
Integrity Foundation Repair,ifrdfw@gmail.com,(817) 561-6500,https://ifrdfw.com/,Benbrook,TX,Patio Covers,0,unranked,4.6,401
"Texas Best Roofing Solutions, LLC",info@texasbestroofingsolutions.com,(817) 919-4310,http://www.texasbestroofingsolutions.com/,Crowley,TX,Patio Covers,0,unranked,4.9,65
Arrowhead Roofing & Construction,jcampbell@arrowheadrac.com,(682) 230-5428,http://arrowheadrac.com/,Crowley,TX,Patio Covers,0,unranked,5.0,52
"Craven Roofing & Construction, Inc.",info@cravenroofing.com,(888) 611-5522,https://www.cravenroofing.com/,Crowley,TX,Patio Covers,0,unranked,4.9,91
New Image Roofing Solar & Construction,kay@newimagesrc.com,(817) 806-7746,http://newimagesrc.com/,Crowley,TX,Patio Covers,0,unranked,5.0,28
GNU Construction,admin@gnuconstruction.com,(682) 224-2097,https://gnuconstruction.com/,Crowley,TX,Patio Covers,0,unranked,5.0,93
Brainiac Construction,michael@brainiacco.comcall,(817) 360-9792,https://www.brainiacco.com/,Crowley,TX,Patio Covers,0,unranked,5.0,49
JIREH ROOFING,info@jirehroofing.com,(817) 779-1658,https://www.jirehroof.com/,Mansfield,TX,Patio Covers,0,unranked,5.0,80
Panchos Roofing LLC,panchosroofing35@gmail.com,(214) 802-7665,http://www.panchosroofingllc.com/,Mansfield,TX,Patio Covers,0,unranked,5.0,3
Steep Roofing and Construction,patrick@steeproofing.com,(972) 863-1126,http://www.steeproofing.com/,Mansfield,TX,Patio Covers,0,unranked,4.9,57
Magic Roofing & Construction Corp,magicroofingcorp@gmail.com,(682) 272-0230,http://magicroof.net/,Mansfield,TX,Patio Covers,0,unranked,5.0,42
Toucan Contracting,office@toucanroofing.net,(817) 566-2964,http://www.toucancontracting.com/,Mansfield,TX,"Patio Covers, Motorized Shades",0,unranked,4.3,34
KB Family Roofing & Construction,sales@kbfamilyroofing.com,(817) 405-0029,https://kbfamilyroofing.com/,Mansfield,TX,Patio Covers,0,unranked,4.1,14
Lone Star Roofing and Contracting,lsroftx@hotmail.com,(817) 295-7827,https://www.lonestarcontractingtx.com/contact,Burleson,TX,Patio Covers,0,unranked,4.9,122
Queen Bee Roofing & General Contracting LLC,shendrix@queenbeeroofing.com,(817) 518-4100,https://www.queenbeeroofing.com/,Burleson,TX,Patio Covers,0,unranked,4.9,31
Most High Roofing,info@mosthighroofing.com,(817) 528-3433,https://www.mosthighroofing.com/,Burleson,TX,Patio Covers,0,unranked,5.0,18
Hunt Roofing and Contracting,info@huntroofing.net,(817) 202-5433,http://huntroofing.net/,Cleburne,TX,"Patio Covers, Motorized Shades",0,unranked,5.0,24
Smitty's Roofing & Construction,info@smittysgc.com,(817) 778-8731,https://smittysroofing.com/,Cleburne,TX,"Patio Covers, Motorized Shades",0,unranked,5.0,30
ER Roofing & Solar,sales@erroofing.net,(817) 330-9121,https://erroofingsolar.com/?utm_source=omg-gbp&utm_medium=webclick,Cleburne,TX,Patio Covers,0,unranked,5.0,30
Evoke Roofing & General Contracting,info@evokeroofing.com,(817) 823-7104,http://www.evokeroofing.com/,Cleburne,TX,Patio Covers,0,unranked,4.9,30
Danny Bogart Roofing & Construction,kim@dannybogartroofing.com,(817) 558-4338,http://www.dannybogartroofing.com/,Cleburne,TX,Patio Covers,0,unranked,4.8,96
Four Generations Roofing LLC,info@4generationsroofing.com,(817) 984-7663,http://www.4generationsroofing.com/,Cleburne,TX,Patio Covers,0,unranked,5.0,9
Titan Contractors,info@therooftitan.com,(817) 473-7663,https://therooftitan.com/,Midlothian,TX,Patio Covers,0,unranked,4.7,85
GLC Roofing,info@glcroofing.com,(214) 354-3056,http://glcroofing.com/,Midlothian,TX,Patio Covers,0,unranked,4.8,114
Vera Roofing And Construction,manuel@veraroofingandconstruction.com,(972) 460-0210,https://www.veraroofingandconstruction.com/,Waxahachie,TX,"Patio Covers, Motorized Shades",0,unranked,4.9,216
Elevation Roofing,info@elevationroofrepair.com,(214) 949-0562,http://www.elevationroofrepair.com/,Waxahachie,TX,Patio Covers,0,unranked,4.9,49
MOC roofing & Construction,brett.moc@outlook.com,(972) 275-9365,http://mocroofing.com/,Waxahachie,TX,Patio Covers,0,unranked,4.9,98
FBM Roofing & Solar,info@fbmco.net,(469) 240-9492,https://fbmroofing.com/roofers-in-waxahachie-tx/?utm_source=GMB&utm_medium=organic,Waxahachie,TX,Patio Covers,0,unranked,5.0,84
Optimal Development & Restoration,ent1@gmail.com,(469) 383-9503,https://www.youroptimaldevelopment.com/,Waxahachie,TX,Patio Covers,0,unranked,5.0,23
"Gold Key Roofing, LLC",goldkeyroofingllc20@gmail.com,(972) 268-3700,https://goldkeyroofs.com/,Waxahachie,TX,Patio Covers,0,unranked,5.0,25
"AR Roofing & Remodeling, LLC",arroofing.cs@gmail.com,(469) 330-7663,http://ar-roofing.net/,Cedar Hill,TX,Patio Covers,0,unranked,5.0,8
4 U Roofing and Construction,damasio@4uroofing.us,(469) 620-0010,https://www.4uroofing.us/,Cedar Hill,TX,"Patio Covers, Motorized Shades",0,unranked,5.0,65
Texan Roofing and Exteriors,info@texan-roofing.com,(469) 722-1586,https://www.texan-roofing.com/,DeSoto,TX,Patio Covers,0,unranked,4.8,18
Roofhaven Roofing & Construction,info@roofhavenconstruction.com,(469) 256-0755,https://roofhavenconstruction.com/,DeSoto,TX,Patio Covers,0,unranked,5.0,2
Hester Roofing & Gutters Inc,nanettestracener@gmail.com,(972) 223-3018,https://www.hester-roofing.com/,DeSoto,TX,Patio Covers,0,unranked,4.3,6
JM Builders & Roofing,info@jmbuildersandroofing.com,(469) 269-5325,http://www.jmbuildersandroofing.com/,DeSoto,TX,Patio Covers,0,unranked,5.0,26
MOMENTOUS Construction Group (Roofing For HOPE LLC),admin@momentousconstructiongroup.com,(214) 758-0511,http://momentousconstructiongroup.com/,DeSoto,TX,Patio Covers,0,unranked,4.9,146
EDP Roofing,tony@edproofing.com,(972) 274-5277,https://edproofing.com/,DeSoto,TX,Patio Covers,0,unranked,4.8,18
Guardian Exteriors Inc,info@guardianexteriors.com,(214) 819-9800,http://www.guardianexteriors.com/,Duncanville,TX,"Patio Covers, Motorized Shades",0,unranked,4.8,28
Dee’s Shield Roofing LLC,deesshieldroofing@gmail.com,(469) 279-7439,http://www.dees-shield-roofing.com/,Duncanville,TX,Patio Covers,0,unranked,5.0,11
"USA Roofing, Inc.",contact@usaroofing.com,(972) 263-2938,https://usaroofing.com/,Lancaster,TX,Patio Covers,0,unranked,5.0,27
4 U Roofing and Construction,damasio@4uroofing.us,(469) 620-0010,https://www.4uroofing.us/contact,Lancaster,TX,Patio Covers,0,unranked,5.0,36
Guaranteed Roofing Solutions,guaranteedrs@outlook.com,(972) 534-3109,http://www.guaranteedroofingsolutions.com/,Red Oak,TX,Patio Covers,0,unranked,,0
"Fisher Roofing, LLC",fisherroofing@gmail.com,(972) 617-0816,http://www.fisherroofing.com/,Red Oak,TX,Patio Covers,0,unranked,5.0,1
